product_name,product_image,payback_points,product_link,payback_condition,product_quantity,tag_label,price,product_information,store_address,store,category,date
Manner Snack Minis Milch-Haselnuss Schnitte,https://offer-images.api.edeka/5512f6ce-0eec-4361-9176-df05d753312f_5470699004-MANNER_SN.MI.MIL.HA.SCHN.5X25G.png?imwidth=3840&imdensity=1,,,,"5 Stück, 125-g-Packung",,0.99,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,KNABBERN & NASCHEN,2023-07-07
Manner Schnitten,https://offer-images.api.edeka/23294a73-b948-4f11-a954-8169cc93d29f_20791_Manner_Neapolitaner_Fairtrade_400g_FRONTAL_-_300dpi.png?imwidth=3840&imdensity=1,,,,"verschiedene Sorten oder Törtchen, 400-g-Packung",,2.79,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,KNABBERN & NASCHEN,2023-07-07
Manner Snack Minis,https://offer-images.api.edeka/77eaca22-3eb4-4968-9cc2-a7ae42e8c7cb_2151860007.png?imwidth=3840&imdensity=1,,,,"verschiedene Sorten oder Vollkorn Neapolitaner, 300-g-Packung",,2.79,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,KNABBERN & NASCHEN,2023-07-07
Nimm 2 Lachgummi,https://offer-images.api.edeka/5441e028-42d6-4132-a345-38028ad4f1d5_121182007.png?imwidth=3840&imdensity=1,,,,"verschiedene Sorten, z. B. klassisch 250 g, Packung",,0.79,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,KNABBERN & NASCHEN,2023-07-07
Funny-frisch Goldfischli Original,https://offer-images.api.edeka/1d00b379-1b8b-4fd4-9f96-90128cd5fb35_4000522060038_VOR.tif.png?imwidth=3840&imdensity=1,,,,"oder mit Sesam, 100-g-Packung",,1.11,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,KNABBERN & NASCHEN,2023-07-07
Pom-Bär Original oder Ketchup Style,https://offer-images.api.edeka/15512c5b-fc60-4c4a-a11c-34fa859539db_4000522105210.png?imwidth=3840&imdensity=1,,,,75-g-Packung,,1.11,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,KNABBERN & NASCHEN,2023-07-07
Lorenz Nic Nac’s,https://offer-images.api.edeka/05efcf6a-a1f3-4866-bfbc-29840a20b6fb_4018077004896_frontal.png?imwidth=3840&imdensity=1,,,,"verschiedene Sorten, 110-g-Packung",,1.19,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,KNABBERN & NASCHEN,2023-07-07
Knoppers Big Pack,https://offer-images.api.edeka/6b1227cf-323a-4661-ab12-a01d8d26bc12_KNO_BigPack_frontal_mit_Aufsicht.png?imwidth=3840&imdensity=1,,,,"15 Stück, 375-g-Packung",SUPERKNÜLLER,2.99,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,KNABBERN & NASCHEN,2023-07-07
Ültje Erdnüsse geröstet & gesalzen,https://offer-images.api.edeka/2325280c-09b8-4b66-a6c5-1813d65c44bf_4004980409408_B_EK_Ger_ges_0900g_VORNE.png?imwidth=3840&imdensity=1,,,,900-g-Packung,SUPERKNÜLLER,4.99,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,KNABBERN & NASCHEN,2023-07-07
EDEKA Genussmomente Lieblingspralinen,https://offer-images.api.edeka/ea47a52f-8406-4d88-a3ca-41ca22b557e5_3248650008-E.GEN.PRALINENMISCHUNG_200G.png?imwidth=3840&imdensity=1,,,,"feinste Pralinenmischung, 200-g-Packung",SUPERKNÜLLER,2.99,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,KNABBERN & NASCHEN,2023-07-07
Ritter Sport Schokolade Bunte Vielfalt,https://offer-images.api.edeka/393c8aa3-8fd6-43ab-9588-32c4891ddcba_100g_BV_Alpenmilch_4000417601810.png?imwidth=3840&imdensity=1,,,,"verschiedene Sorten, 100-g-Tafel",SUPERKNÜLLER,0.79,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,KNABBERN & NASCHEN,2023-07-07
Chio Chips,https://offer-images.api.edeka/623c5068-2318-4a5a-9675-aaaf79a9c620_5505890000.png?imwidth=3840&imdensity=1,,,,"verschiedene Sorten, 150-g-Packung",,1.11,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,KNABBERN & NASCHEN,2023-07-07
Hakle Toilettenpapier Klassisch Weiss,https://offer-images.api.edeka/f96c0b74-5ca7-4b10-a697-6b37124a2b0b_4260344220021_Toilettenpapier_Kamille_8x150Blatt.png?imwidth=3840&imdensity=1,,,,"oder Kamille, 3-lagig, 8 x 150-Blatt-Packung",SUPERKNÜLLER,3.33,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,DROGERIE,2023-07-07
Respekt Color Waschmittel Pulver,https://offer-images.api.edeka/914b6a50-10fb-4a92-a313-483f93799a9b_D1100012734192-h.png?imwidth=3840&imdensity=1,,,,"oder Vollwaschmittel, 20 Waschladungen, 1,35-kg-Packung",,2.99,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,DROGERIE,2023-07-07
Kuschelweich Weichspüler,https://offer-images.api.edeka/e4d5b169-cc40-4771-87f2-5fca34193e11_4013162031313_VOR.tif.png?imwidth=3840&imdensity=1,,,,"verschiedene Sorten, 38 Waschladungen, 1-L-Flasche",SUPERKNÜLLER,1.49,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,DROGERIE,2023-07-07
Regina Küchentücher,https://offer-images.api.edeka/c3cb2652-7262-488a-9337-872adc6d8b01_8004260454162_VOR.tif.png?imwidth=3840&imdensity=1,,,,"mit Herzen, 4 x 43 Blatt, Packung",SUPERKNÜLLER,2.49,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,DROGERIE,2023-07-07
Nivea Dusche,https://offer-images.api.edeka/645551b2-bbd7-423e-a45a-fda89b8a7dc6_4005900932990_NIVEA_Shower_Creme_Soft_Pflegedusche-Retail.png?imwidth=3840&imdensity=1,,,,"verschiedene Sorten, 250-ml-Flasche",,1.75,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,DROGERIE,2023-07-07
Dove Deo-Spray,https://offer-images.api.edeka/27baf2bc-b8f1-4d87-8b3a-aa1dfb1378a5_8712561315975_VOR.tif.png?imwidth=3840&imdensity=1,,,,"verschiedene Sorten, 150-ml-Dose",,2.22,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,DROGERIE,2023-07-07
Guhl Shampoo,https://offer-images.api.edeka/e16d5489-a7f4-4479-a818-6685ad44d8d8_4072600282373_VOR.tif.png?imwidth=3840&imdensity=1,,,,"verschiedene Sorten, 250-ml-Flasche",SUPERKNÜLLER,2.99,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,DROGERIE,2023-07-07
Guhl Spülung,https://offer-images.api.edeka/12b750f5-260f-4961-a440-8433aaebf997_4072600282380_VOR.tif.png?imwidth=3840&imdensity=1,,,,"verschiedene Sorten, 200-ml-Flasche",SUPERKNÜLLER,2.99,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,DROGERIE,2023-07-07
Tempo Taschentücher Klassik,https://offer-images.api.edeka/adc24f04-b01e-4cb6-909d-d1f108ae36ce_7322540787047_VOR.tif.png?imwidth=3840&imdensity=1,,,,"42 x 10 Stück oder Taschentücher-Box Trio, 3 x 100 Stück, Packung",SUPERKNÜLLER,4.44,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,DROGERIE,2023-07-07
Colgate Zahncreme Max,https://offer-images.api.edeka/02e75377-ea6e-4a17-8ade-f8ed78339e44_8718951313224_T1.png?imwidth=3840&imdensity=1,,,,"verschiedene Sorten oder Sensations White, 75-ml-Packung",,1.69,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,DROGERIE,2023-07-07
Claro Classic Geschirrspültabs,https://offer-images.api.edeka/8c256d54-cdf9-4f5f-86fa-92ba1f4e85e3_2699820006_CLARO_CLASS.OEKO_TABS40WL_640G.png?imwidth=3840&imdensity=1,,,,"40 Tabs, 640-g-Packung",,4.49,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,DROGERIE,2023-07-07
bebe Reinigungstücher,https://offer-images.api.edeka/d92c9c85-43af-40bf-af77-f910ec2f602c_BB_3574661678313_EMEA_Pflegende_Reinigungstuecher_Duo_2x25ct_000.png?imwidth=3840&imdensity=1,,,,"verschiedene Sorten, 2 x 25-Stück-Packung",,3.99,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,DROGERIE,2023-07-07
Regina Toilettenpapier Kamille,https://offer-images.api.edeka/53780ef9-96fd-4cf4-aad8-46ff6ad279c9_8004260414494_VOR.tif.png?imwidth=3840&imdensity=1,,,,"3-lagig, 16 x 150-Blatt-Packung",SUPERKNÜLLER,4.99,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,DROGERIE,2023-07-07
Carefree Slipeinlagen,https://offer-images.api.edeka/6277a933-c768-4ec6-bd4b-c36cc4a47e1e_3574661486314_CAREFR.COTTON_FEEL_NORMAL_56ST.png?imwidth=3840&imdensity=1,,,,"verschiedene Sorten, z. B. Cotton Feel, 56 Stück, Packung",,2.29,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,DROGERIE,2023-07-07
Spee Waschmittel oder Weißer Riese,https://offer-images.api.edeka/5ffaf51d-1a7d-4b2d-8dd8-f51d98663295_4015200031781_Spee-MP-19WL_1_14KG.png?imwidth=3840&imdensity=1,,,,"verschiedene Sorten, z. B. Spee Universal Megaperls 1,14 kg, 19 Waschladungen, Packung",,3.99,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,DROGERIE,2023-07-07
"Persil Universal-, Color-Pulver, Gel, Discs",https://offer-images.api.edeka/e6f0b358-e6e1-40df-a501-9adf5cfd3730_4015200031835_Persil_Universal_Pulver_90WL.png?imwidth=3840&imdensity=1,,,,"oder Power Bars, verschiedene Sorten, z. B. Pulver 5,4 kg, 90 Waschladungen, Packung/Flasche",SUPERKNÜLLER,19.99,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,DROGERIE,2023-07-07
EDEKA Hühnchen- oder Entenfilet XXL,https://offer-images.api.edeka/94efa385-3ace-492a-8d24-ae59c4558fa0_4311501763278_EDEKA_Huehnchenfilet_XXL_Snack_250g.png?imwidth=3840&imdensity=1,,,,250-g-Packung,,2.99,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,TIERNAHRUNG,2023-07-07
Vitakraft Beef-Stick für Hunde,https://offer-images.api.edeka/178dbb5c-2de9-467d-9c29-9afb5373cfff_4008239230294_VOR.tif.png?imwidth=3840&imdensity=1,,,,"verschiedene Sorten, 1 Stück, 12-g-Packung",,0.35,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,TIERNAHRUNG,2023-07-07
Vitakraft Cat Stick,https://offer-images.api.edeka/740ce888-3956-4877-b18e-b369af0b0e13_4008239241924_VOR.tif.png?imwidth=3840&imdensity=1,,,,"verschiedene Sorten, 3 x 6-g-Packung",,0.59,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,TIERNAHRUNG,2023-07-07
Tante Fanny frischer XXL-Flammkuchenteig,https://offer-images.api.edeka/a6f532fb-1c25-4fb7-86c1-471e76110c2d_TF_Flammkuchenteig_XXL_350g_300dpi_jpg.png?imwidth=3840&imdensity=1,,,,350-g-XXL-Packung,,2.22,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,SONSTIGES,2023-07-07
Tante Fanny frischer XXL-Blech-Pizzateig,https://offer-images.api.edeka/3452e19c-feea-48c5-be74-d2699dbe7d21_Tante_Fanny_Pizza_XXL_550g_9120003413254.png?imwidth=3840&imdensity=1,,,,550-g-XXL-Packung,,2.22,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,SONSTIGES,2023-07-07
Camargue Fleur de Sel Meersalz,https://offer-images.api.edeka/8549d32a-1fe0-4044-96db-bcd92c1f1f48_997413007_CAMARGUE_FLEUR_DE_SEL_125G.png?imwidth=3840&imdensity=1,,,,"100% natürliches, in der Sonne getrocknetes Meersalz, 125-g-Packung",,4.49,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,SONSTIGES,2023-07-07
Bio Redoro Olivenöl Frutato,https://offer-images.api.edeka/b541749e-8cb6-4952-b7cd-f9258ebaab53_53107.png?imwidth=3840&imdensity=1,,,,"0,5-L-Flasche",,8.99,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,SONSTIGES,2023-07-07
Bio Redoro Aceto Balsamico di Modena,https://offer-images.api.edeka/a69c9650-d377-46d4-a7dd-d3fbcd9be5ec_8001302003241_VOR.tif.png?imwidth=3840&imdensity=1,,,,"verschiedene Sorten, 0,5-L-Flasche",,6.99,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,SONSTIGES,2023-07-07
Hilcona Tortelloni Ricotta e Spinaci,https://offer-images.api.edeka/9306fcab-19b8-4f95-b7c0-2927a958a40c_7610227895643_VOR.tif.png?imwidth=3840&imdensity=1,,,,"oder Carne & getrocknete Tomaten, 500-g-Packung",,3.33,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,SONSTIGES,2023-07-07
Tassimo Kaffee Kapseln,https://offer-images.api.edeka/af0ed319-48ca-4fdd-b61c-ff61e83b95a6_8711000500774_VOR.tif.png?imwidth=3840&imdensity=1,,,,"verschiedene Sorten, z. B. Crema XL, 132,8 g, Packung",,4.44,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,SONSTIGES,2023-07-07
Melitta Kaffee,https://offer-images.api.edeka/c6e092c1-0b3f-4ac4-9877-4fe48c73b320_4002720002261_VOR.tif.png?imwidth=3840&imdensity=1,,,,"verschiedene Sorten, vakuum gemahlen, 500-g-Packung",,4.44,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,SONSTIGES,2023-07-07
Dr. Oetker Original Pudding,https://offer-images.api.edeka/f7624a01-855c-4f15-b691-af3c68289702_4000521200213_VOR.tif.png?imwidth=3840&imdensity=1,,,,"verschiedene Sorten, z. B. Vanille 111 g, Packung",,0.79,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,SONSTIGES,2023-07-07
Scheck-in Privatrösterei Dolce Columbia Montana,https://offer-images.api.edeka/8ed654c1-29d5-43b4-8d63-0c1e09402861_2064199009013_retusche.png?imwidth=3840&imdensity=1,,,,250-g-Packung,,5.99,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,SONSTIGES,2023-07-07
Jacobs Instant Sticks,https://offer-images.api.edeka/67541a78-d94e-41b6-9172-2d8d310fc8c3_4031695_EP_FR_03_DE.png?imwidth=3840&imdensity=1,,,,"verschiedene Sorten, z. B. Jacobs 3-in-1 Classic 10 x 18 g, Packung",,1.79,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,SONSTIGES,2023-07-07
Nusspli Nuss-Nougat-Creme,https://offer-images.api.edeka/9ff78639-d73f-4fe4-b776-b9a9aa8c048c_4002575639773.png?imwidth=3840&imdensity=1,,,,400-g-Glas,,1.99,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,SONSTIGES,2023-07-07
Glück Fruchtaufstrich,https://offer-images.api.edeka/69db7877-74de-4f1e-becf-2e87ebb937a1_4054600820915_VOR.tif.png?imwidth=3840&imdensity=1,,,,"auch passiert, verschiedene Sorten, 230-g-Glas",,2.49,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,SONSTIGES,2023-07-07
Biovegan Mein Wikinger Brod Brotbackmischung,https://offer-images.api.edeka/49c7f8eb-a8c8-41ab-81ed-43ba11944a76_4005394287736_frontal.png?imwidth=3840&imdensity=1,,,,600-g-Packung,,2.49,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,SONSTIGES,2023-07-07
Develey Feinkostsauce,https://offer-images.api.edeka/df652a93-05cf-471d-95ed-2cde320a094d_1094738006_frontal.png?imwidth=3840&imdensity=1,,,,"verschiedene Sorten, z. B. Burger Sauce oder BBQ Sauce, 250-ml-Flasche",,1.39,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,SONSTIGES,2023-07-07
Hengstenberg Spezialitäten Essig,https://offer-images.api.edeka/73402822-51cc-4a91-b73f-8ae84ce464c3_4008100120549_VOR.tif.png?imwidth=3840&imdensity=1,,,,"verschiedene Sorten, 0,5-L-Flasche",,2.49,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,SONSTIGES,2023-07-07
Mazola Keimöl,https://offer-images.api.edeka/dc089151-0b89-4cfa-8b93-18ebef3e8544_138925004_MAZOLA_KEIMOEL_250ML.png?imwidth=3840&imdensity=1,,,,250-ml-Flasche,,1.69,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,SONSTIGES,2023-07-07
Brändle Vita Rapsöl oder Sonnenblumenöl,https://offer-images.api.edeka/2ae4e942-af0e-40e5-aea4-3545c5d2a60e_4008722001240_VOR.tif.png?imwidth=3840&imdensity=1,,,,"0,75-L-Flasche",,2.99,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,SONSTIGES,2023-07-07
Pomito Passierte Tomaten,https://offer-images.api.edeka/27284104-aae6-4036-be02-b5838323a9ba_3815830006-POMITO_PASSIERTE_TOMATEN_1KG.png?imwidth=3840&imdensity=1,,,,1-kg-Packung,SUPERKNÜLLER,1.79,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,SONSTIGES,2023-07-07
Heinz Tomato Ketchup,https://offer-images.api.edeka/6592db5d-8dfd-4dad-8299-9e742d210c1e_87157277_Frontal.png?imwidth=3840&imdensity=1,,,,800-ml-Maxipack,,2.99,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,SONSTIGES,2023-07-07
EDEKA Hummus natur,https://offer-images.api.edeka/86b163f7-f54f-4700-ad6f-d403008df038_2929672007_EDEKA_HUMMUS_200G.png?imwidth=3840&imdensity=1,,,,"200-g-Becher
 
• vegan",,1.49,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,SONSTIGES,2023-07-07
Aoste Stickado,https://offer-images.api.edeka/911381c6-cb5b-4926-b3f4-907534f2f257_3449851328005_VOR.tif.png?imwidth=3840&imdensity=1,,,,"verschiedene Sorten, 70-g-Packung",SUPERKNÜLLER,1.59,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,SONSTIGES,2023-07-07
Donnerstag bis Samstag: Settele Lange Spätzle,https://offer-images.api.edeka/94fdfbb4-e045-43d6-acb5-573f55c03461_SETT.LANGE_SPAETZLE_1KG.png?imwidth=3840&imdensity=1,,,,"und weitere Sorten, 1-kg-Packung",,2.99,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,SONSTIGES,2023-07-07
*Erdbeerkuchen,https://offer-images.api.edeka/e8d35667-16e0-486d-b8d4-88a029b5b889_4455805005-SIC_ERDBEERKUCHEN_10ST-B.png?imwidth=3840&imdensity=1,,,,"Stück
 
• *Nicht erhältlich in Karlsruhe-Durlach und Achern",,3.70,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,SONSTIGES,2023-07-07
*Himbeertörtchen,https://offer-images.api.edeka/65e3c09c-3b80-410e-8122-2616eb0c9e5e_4455927004-SIC_HIMBEER-TOERTCHEN.png?imwidth=3840&imdensity=1,,,,"Stück
 
• *Nicht erhältlich in Karlsruhe-Durlach und Achern",,3.70,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,SONSTIGES,2023-07-07
*Hefe-Rosinenschnecken,https://offer-images.api.edeka/00729618-28cd-41d5-9917-e999ad8ba337_2231231000-K_U_HEFE-ROSINENSCHNECKE.png?imwidth=3840&imdensity=1,,,,"2 Stück
 
• *Nicht erhältlich in Karlsruhe-Durlach und Achern",,3.29,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,SONSTIGES,2023-07-07
Käsekuchen,https://offer-images.api.edeka/4c26adf6-321c-4fa2-a008-b1be46531b99_4313093007-SIC_KAESEKUCHEN_900G-A.png?imwidth=3840&imdensity=1,,,,"900-g-Stück – auch in SB erhältlich 
 
• In Handarbeit gefertigt",SUPERKNÜLLER,10.90,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,SONSTIGES,2023-07-07
Currywurstsoße,https://offer-images.api.edeka/cbe7a22e-3228-4b1d-a155-94e5972ebf4f_4780946008-Currywurtsosse_160g.png?imwidth=3840&imdensity=1,,,,"handwerklich hergestellt, 160-ml-Glas
 
• Probierpreis",,4.49,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,SONSTIGES,2023-07-07
Karotten-Ingwer-Suppe,https://offer-images.api.edeka/ad96f7b3-373f-42eb-b939-5f26753fd41a_4251768120097-SIC_KAROTTE-INGWER_SUPPE_350ML.png?imwidth=3840&imdensity=1,,,,"handwerklich hergestellt, 350-ml-Glas
 
• Probierpreis",,4.99,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,SONSTIGES,2023-07-07
Gazpacho Andaluz,https://offer-images.api.edeka/e11eb731-430f-4cf5-bfee-e0583d27b39c_4979649008-SIC_GAZPACHO_340ML.png?imwidth=3840&imdensity=1,,,,"handwerklich hergestellt, 340-ml-Glas
 
• Probierpreis",,4.99,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,SONSTIGES,2023-07-07
Meringe,https://offer-images.api.edeka/63fb1c3e-399b-4fc7-9bcf-beb35c5a2e11_4353056006-SIC_MERINGE_150G.png?imwidth=3840&imdensity=1,,,,"handwerklich hergestellt, 150-g-Packung
 
• Probierpreis",,5.99,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,SONSTIGES,2023-07-07
Bavette,https://offer-images.api.edeka/dd726c60-a907-46f8-a211-0c82131c1c4b_4568072008-SIC_BAVETTE_250G.png?imwidth=3840&imdensity=1,,,,"handwerklich hergestellt, 250-g-Packung
 
• Probierpreis",,2.49,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,SONSTIGES,2023-07-07
Spinat-Maultaschen,https://offer-images.api.edeka/81884671-0d6f-40a0-a5dd-231472510362_5506729002-SIC_SPINATMAULTASCHE_380G.png?imwidth=3840&imdensity=1,,,,"handwerklich hergestellt, 380-g-Packung
 
• Probierpreis",,4.49,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,SONSTIGES,2023-07-07
Kalbsrahmragout mit Knöpfle,https://offer-images.api.edeka/35c0775c-07d8-45df-8aa3-5f431ba5164c_5905828001-SIC_KALBSRAHMRAG.M.KNOEPF.400G.png?imwidth=3840&imdensity=1,,,,"handwerklich hergestellt, 400-g-Packung
 
• Probierpreis",,8.49,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,SONSTIGES,2023-07-07
EDEKA Genussmomente Macarons,https://offer-images.api.edeka/f6c3a2d1-90ec-46b6-82fb-ac23bd4bbca8_4311501792704_PER.png?imwidth=3840&imdensity=1,,,,"Mandelgebäck nach französischer Art, 144-g-Packung",SUPERKNÜLLER,3.39,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,SONSTIGES,2023-07-07
EDEKA Genussmomente Natives Olivenöl extra,https://offer-images.api.edeka/346f7800-3bf1-4464-a2a5-cb57a9ef98be_4311501698242_ENT.tif.png?imwidth=3840&imdensity=1,,,,500-ml-Flasche,,7.77,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,SONSTIGES,2023-07-07
"Lavazza Crema e Aroma, Caffè Crema Classico",https://offer-images.api.edeka/ca26c438-0029-4cca-8f33-2a807b2c5233_Lavazza_CREMA_E_AROMA_INT1_FR.png?imwidth=3840&imdensity=1,,,,"und weitere Sorten, ganze Bohnen, 1-kg-Packung",SUPERKNÜLLER,9.99,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,SONSTIGES,2023-07-07
Teekanne Frio,https://offer-images.api.edeka/85260868-f530-4a0d-8e44-f7f47679dcfe_4009300011767_VOR.tif.png?imwidth=3840&imdensity=1,,,,"verschiedene Sorten, 18er, 45-g-Packung",,2.29,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,SONSTIGES,2023-07-07
Dallmayr Kaffeepads,https://offer-images.api.edeka/459f2334-abb4-488d-b400-479919093799_4008167003878_VOR.tif.png?imwidth=3840&imdensity=1,,,,"verschiedene Sorten, z. B. prodomo, 16 Stück, 112 g, Packung",,1.79,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,SONSTIGES,2023-07-07
Milkana Schmelzkäse oder 8 leckere Ecken,https://offer-images.api.edeka/6b2f6bc5-425c-4fd2-80bc-0e430e358322_4045357010605.png?imwidth=3840&imdensity=1,,,,"verschiedene Sorten, z. B. Sahne, Käse Vielfalt 190 g, Packung",,1.99,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,SONSTIGES,2023-07-07
Oro di Parma Tomaten,https://offer-images.api.edeka/6e4c7928-ead7-4c7b-889a-bd6fcfbb8558_129380003_ORO_DI_PARMA_TOM.STUECKIG_400G.png?imwidth=3840&imdensity=1,,,,"verschiedene Sorten, z. B. stückig 400 g, Dose",SUPERKNÜLLER,1.29,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,SONSTIGES,2023-07-07
Bonduelle Gemüse,https://offer-images.api.edeka/42625dea-d211-45a3-b776-19dbac09e670_3083681160383.png?imwidth=3840&imdensity=1,,,,"verschiedene Sorten, z. B. Junge Erbsen Feine Auslese 400 g, Abtropfgewicht 280 g, Dose",,1.49,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,SONSTIGES,2023-07-07
Naked Nudeln,https://offer-images.api.edeka/8af054d4-9a86-4ddb-a174-03f8818b0bee_5050665048430.png?imwidth=3840&imdensity=1,,,,"verschiedene Sorten, 78-g-Becher",,1.29,,"Kurfürstenanlage 21-23, 69115 Heidelberg",EDEKA,SONSTIGES,2023-07-07
product_name,product_image,payback_points,product_link,payback_condition,product_quantity,tag_label,price,product_information,store_address,store,category,date
Unsere Heimat – echt & gut Paprika,https://offer-images.api.edeka/5ef73da3-8cd4-40cf-bfde-5af9f3dbc9d8_KW19_Paprika_rot_c_PL.png?imwidth=3840&imdensity=1,,,,"aus Deutschland, Klasse I, 1 kg",,4.99,,"In der Neckarhelle 1-3, 69118 Heidelberg-Ziegelhausen",EDEKA,OBST & GEMÜSE,2023-07-07
EDEKA Nektarinen oder Pfirsiche,https://offer-images.api.edeka/83f9dac7-ed90-471b-9dde-af03b62063df_KW19_Nektarinen_2_PL.png?imwidth=3840&imdensity=1,,,,"gelbfleischig, aus Spanien oder Italien, Klasse I, 1 kg",,1.99,,"In der Neckarhelle 1-3, 69118 Heidelberg-Ziegelhausen",EDEKA,OBST & GEMÜSE,2023-07-07
Unsere Heimat – echt & gut Mini Romanaherzen,https://offer-images.api.edeka/6ae8481d-34f1-4f5b-8d18-cc623681b8e4_80031796-UH_MINI_ROM.SAL.DE-BW_I_2ST_FP-B.png?imwidth=3840&imdensity=1,,,,"aus Deutschland, Klasse I, 2er-Packung",,0.99,,"In der Neckarhelle 1-3, 69118 Heidelberg-Ziegelhausen",EDEKA,OBST & GEMÜSE,2023-07-07
Unsere Heimat – echt & gut Kirschen,https://offer-images.api.edeka/718b5674-0bd8-49f6-b0e0-c64ed1d422de_Kirsche_lose.png?imwidth=3840&imdensity=1,,,,"aus Deutschland, Klasse I, 100 g",,0.79,,"In der Neckarhelle 1-3, 69118 Heidelberg-Ziegelhausen",EDEKA,OBST & GEMÜSE,2023-07-07
