product_name,product_image,product_link,product_quantity,tag_label,price,product_information,store_address,store,category
NIKE Sportsocken,https://kaufland.media.schwarz/is/image/schwarz/01238459_internet?JGstbGVnYWN5LW9uc2l0ZS00JA==,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=01511982.html,je 3 Paar ,,11.99 ,"Aus Baumwolle, Polyester, Elastan und Nylon
Versch. Farben
Größen 34/38 - 42/46",69123,Kaufland,"Bekleidung, Auto, Freizeit, Spiel"
MAUI AND SONS Zehengreifer,https://kaufland.media.schwarz/is/image/schwarz/01520829_V_746492?JGstbGVnYWN5LW9uc2l0ZS00JA==,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=01520814.html,je Paar ,,4.99 ,"Obermaterial aus Gummi
EVA-Sohle
Versch. Ausführungen
Größen 37 - 41 bzw. 41 - 46",69123,Kaufland,"Bekleidung, Auto, Freizeit, Spiel"
NIKE Herren-Funktionsshirt,https://kaufland.media.schwarz/is/image/schwarz/01527216_internet?JGstbGVnYWN5LW9uc2l0ZS00JA==,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=01527216.html,je ,,14.99 ,"Aus Polyester
Mit Mesh-Einsätzen hinten
Versch. Farben
Größen M - XXL",69123,Kaufland,"Bekleidung, Auto, Freizeit, Spiel"
NIKE Herren-Funktionsshorts,https://kaufland.media.schwarz/is/image/schwarz/01527222_inter?JGstbGVnYWN5LW9uc2l0ZS00JA==,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=01527222.html,je ,,17.99 ,"Aus Polyester
Leicht und atmungsaktiv
Gummizug mit Kordel
Versch. Farben
Größen M - XXL",69123,Kaufland,"Bekleidung, Auto, Freizeit, Spiel"
MAUI AND SONS Herren-T-Shirt,https://kaufland.media.schwarz/is/image/schwarz/01525145_internet?JGstbGVnYWN5LW9uc2l0ZS00JA==,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=01525145.html,je ,,6.99 ,"Aus Baumwolle und Polyester
Größen 48/50 - 60/62 (M - XXL)",69123,Kaufland,"Bekleidung, Auto, Freizeit, Spiel"
MAUI AND SONS Herren-Tanktop,https://kaufland.media.schwarz/is/image/schwarz/01525154_internet?JGstbGVnYWN5LW9uc2l0ZS00JA==,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=01525154.html,je ,,6.99 ,"Aus Baumwolle und Polyester
Größen 48/50 - 60/62 (M - XXL)",69123,Kaufland,"Bekleidung, Auto, Freizeit, Spiel"
NIKE Sneakersocken,https://kaufland.media.schwarz/is/image/schwarz/01443026_internet?JGstbGVnYWN5LW9uc2l0ZS00JA==,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=01528469.html,je 3 Paar ,,9.99 ,"Aus Baumwolle, Nylon und Elastan
Versch. Farben
Größen 34/38 - 42/46",69123,Kaufland,"Bekleidung, Auto, Freizeit, Spiel"
MAUI AND SONS Aquaschuhe,https://kaufland.media.schwarz/is/image/schwarz/01521442_internet?JGstbGVnYWN5LW9uc2l0ZS00JA==,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=01521442.html,je Paar ,,7.99 ,"Neopren-Obermaterial
TPR-Sohle
Versch. Ausführungen
Größen 37 - 41 bzw. 41 - 46",69123,Kaufland,"Bekleidung, Auto, Freizeit, Spiel"
MAUI AND SONS Badepantoletten,https://kaufland.media.schwarz/is/image/schwarz/01521432_internet?JGstbGVnYWN5LW9uc2l0ZS00JA==,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=01521432.html,je Paar ,,9.99 ,"PU-Obermaterial
EVA-Sohle
Versch. Ausführungen
Größen 37 - 41 bzw. 41 - 46",69123,Kaufland,"Bekleidung, Auto, Freizeit, Spiel"
MAUI AND SONS Cap,https://kaufland.media.schwarz/is/image/schwarz/01525183_P_746485?JGstbGVnYWN5LW9uc2l0ZS00JA==,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=01525183.html,je ,,4.99 ,"Aus Baumwolle
Versch. Ausführungen
Einheitsgröße (weitenverstellbar)",69123,Kaufland,"Bekleidung, Auto, Freizeit, Spiel"
MAUI AND SONS Sonnenschutz,https://kaufland.media.schwarz/is/image/schwarz/01525388_internet?JGstbGVnYWN5LW9uc2l0ZS00JA==,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=01525388.html,je ,,4.99 ,"Aus Baumwollen und Polyester
Mit Gummizug
Versch. Ausführungen
Einheitsgröße",69123,Kaufland,"Bekleidung, Auto, Freizeit, Spiel"
MAUI AND SONS Bucket Hat,https://kaufland.media.schwarz/is/image/schwarz/01525373_P_746486?JGstbGVnYWN5LW9uc2l0ZS00JA==,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=01525373.html,je ,,4.99 ,"Aus Baumwolle
Versch. Ausführungen
Einheitsgröße",69123,Kaufland,"Bekleidung, Auto, Freizeit, Spiel"
NIKE Sporttasche,https://kaufland.media.schwarz/is/image/schwarz/01527208_internet?JGstbGVnYWN5LW9uc2l0ZS00JA==,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=01527208.html,je ,,19.99 ,"Aus Polyester
Mit Doppel-Reißverschluss
2 Seitenfächer und großes Frontfach
Versch. Farben",69123,Kaufland,"Bekleidung, Auto, Freizeit, Spiel"
NIKE Rucksack,https://kaufland.media.schwarz/is/image/schwarz/01527200_internet?JGstbGVnYWN5LW9uc2l0ZS00JA==,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=01527200.html,je ,,19.99 ,"Aus Polyester
Mit Fronttasche, Seitennetzfach und Handyfach
Doppel-Reißverschluss
Versch. Farben",69123,Kaufland,"Bekleidung, Auto, Freizeit, Spiel"
MAUI AND SONS Strandtasche,https://kaufland.media.schwarz/is/image/schwarz/01520791_internet?JGstbGVnYWN5LW9uc2l0ZS00JA==,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=01520791.html,je ,,12.99 ,"Aus Polyester
Mit Schultergurt und Reißverschluss
Versch. Ausführungen",69123,Kaufland,"Bekleidung, Auto, Freizeit, Spiel"
Eimer,https://kaufland.media.schwarz/is/image/schwarz/00980313_internet?JGstbGVnYWN5LW9uc2l0ZS00JA==,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=00980313.html,je ,,1.00 ,"Aus Polypropylen
Mit Metallbügel
Fassungsvermögen ca. 5 l",69123,Kaufland,"Bekleidung, Auto, Freizeit, Spiel"
Vorratsdose,https://kaufland.media.schwarz/is/image/schwarz/01519059_internet?JGstbGVnYWN5LW9uc2l0ZS00JA==,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=01519059.html,je ,,2.00 ,"Aus Metall
Größe ca. Ø 10 x 16 cm",69123,Kaufland,"Bekleidung, Auto, Freizeit, Spiel"
Schere,https://kaufland.media.schwarz/is/image/schwarz/00980707_internet?JGstbGVnYWN5LW9uc2l0ZS00JA==,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=00980707.html,je ,,1.00 ,"Aus Kunststoff und Edelstahl
Größe ca. 22 cm",69123,Kaufland,"Bekleidung, Auto, Freizeit, Spiel"
Sportbandage,https://kaufland.media.schwarz/is/image/schwarz/01536257_V_833537?JGstbGVnYWN5LW9uc2l0ZS00JA==,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=01536257.html,je ,,1.00 ,,69123,Kaufland,"Bekleidung, Auto, Freizeit, Spiel"
Fertiglesebrille,https://kaufland.media.schwarz/is/image/schwarz/00990726_internet?JGstbGVnYWN5LW9uc2l0ZS00JA==,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=00990726.html,je ,,1.00 ,"Kunststoff-Gestell
Dioptrien +1,5 bis +3,0",69123,Kaufland,"Bekleidung, Auto, Freizeit, Spiel"
Feuchtwischbezüge,https://kaufland.media.schwarz/is/image/schwarz/08026191_P_786815?JGstbGVnYWN5LW9uc2l0ZS00JA==,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=08026191.html,je 2-St.-Packg. ,,2.00 ,"Aus Mikrofaser
Größe je ca. 45 x 15 cm",69123,Kaufland,"Bekleidung, Auto, Freizeit, Spiel"
Pflasterbox »Erste Hilfe«,https://kaufland.media.schwarz/is/image/schwarz/08036655_P_741567?JGstbGVnYWN5LW9uc2l0ZS00JA==,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=08036655.html,je 36-teilig ,,1.00 ,,69123,Kaufland,"Bekleidung, Auto, Freizeit, Spiel"
Haarbürste,https://kaufland.media.schwarz/is/image/schwarz/08011718?JGstbGVnYWN5LW9uc2l0ZS00JA==,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=08011718.html,je ,,1.00 ,Aus Kunststoff,69123,Kaufland,"Bekleidung, Auto, Freizeit, Spiel"
Messbecher,https://kaufland.media.schwarz/is/image/schwarz/08045306_V_833542?JGstbGVnYWN5LW9uc2l0ZS00JA==,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=08045306.html,je ,,1.00 ,"Aus Kunststoff
Versch. Farben
Ca. 0,5 l",69123,Kaufland,"Bekleidung, Auto, Freizeit, Spiel"
Wäscheklammern,https://kaufland.media.schwarz/is/image/schwarz/01504198_P_786808?JGstbGVnYWN5LW9uc2l0ZS00JA==,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=01504198.html,je 45-St.-Packg. ,,2.00 ,"Aus Kunststoff
Größe je ca. 8 cm",69123,Kaufland,"Bekleidung, Auto, Freizeit, Spiel"
Topfschwämme,https://kaufland.media.schwarz/is/image/schwarz/01233229_V_513821?JGstbGVnYWN5LW9uc2l0ZS00JA==,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=01233229.html,je 16-St.-Packg. ,,1.00 ,"Aus PU-Schaum
Versch. Farben
Größe je ca. 8 x 5,2 cm",69123,Kaufland,"Bekleidung, Auto, Freizeit, Spiel"
Werkzeugbox,https://kaufland.media.schwarz/is/image/schwarz/01053712a?JGstbGVnYWN5LW9uc2l0ZS00JA==,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=01053712.html,je ,,2.00 ,"Aus Kunststoff
Größe ca. B 25 x H 12 x T 10 cm",69123,Kaufland,"Bekleidung, Auto, Freizeit, Spiel"
Kleiderbügel,https://kaufland.media.schwarz/is/image/schwarz/01485135_P_741570?JGstbGVnYWN5LW9uc2l0ZS0yJA==,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=01485135.html,je 8-St.-Packg. ,,2.00 ,"Aus Kunststoff
Größe je ca. 40 x 20 cm",69123,Kaufland,"Bekleidung, Auto, Freizeit, Spiel"
Spülbürste,https://kaufland.media.schwarz/is/image/schwarz/01484995_V_833536?JGstbGVnYWN5LW9uc2l0ZS00JA==,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=01484995.html,je ,,1.00 ,"Aus Kunststoff
Mit Softgriff",69123,Kaufland,"Bekleidung, Auto, Freizeit, Spiel"
,https://kaufland.media.schwarz/is/image/schwarz/01054526_P_833525?JGstbGVnYWN5LW9uc2l0ZS00JA==,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=01054526.html, ,,2.00 ,"Organizer
Mit 4 Schubladen
Größe ca. B 13 x H 9 x T 14 cmje",69123,Kaufland,"Bekleidung, Auto, Freizeit, Spiel"
Mikrofasertücher,https://kaufland.media.schwarz/is/image/schwarz/00979765_V_513812?JGstbGVnYWN5LW9uc2l0ZS00JA==,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=00979765.html,je 2-St.-Packg. ,,1.00 ,Größe je ca. 30 x 30 cm,69123,Kaufland,"Bekleidung, Auto, Freizeit, Spiel"
Anti-Rutsch-Matte,https://kaufland.media.schwarz/is/image/schwarz/00854338_internet?JGstbGVnYWN5LW9uc2l0ZS00JA==,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=00854338.html,je ,,2.00 ,"Versch. Farben
Größe ca. 125 x 45 cm",69123,Kaufland,"Bekleidung, Auto, Freizeit, Spiel"
Aufbewahrungskörbchen,https://kaufland.media.schwarz/is/image/schwarz/01245434_internet?JGstbGVnYWN5LW9uc2l0ZS00JA==,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=01245434.html,je 2-St.-Packg. ,,2.00 ,"Aus Eisen und Kunststoff
Größe je ca. B 21 x H 11 x T 16 cm",69123,Kaufland,"Bekleidung, Auto, Freizeit, Spiel"
Kopierpapier »Go Copy«,https://kaufland.media.schwarz/is/image/schwarz/01521650_P_691449?JGstbGVnYWN5LW9uc2l0ZS00JA==,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=01521650.html,je 500-Blatt-Packg. ,,3.99 ,"Für Drucker, Kopierer und Faxgeräte
Papierstärke 70 g/m²
Hoher Weißegrad
Nachhaltig und ressourcenschonend",69123,Kaufland,"Bekleidung, Auto, Freizeit, Spiel"
TALENTUS® Aktenvernichter »TAV 300 A1«,https://kaufland.media.schwarz/is/image/schwarz/01540616_P_817963?JGstbGVnYWN5LW9uc2l0ZS00JA==,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=01540616.html,je ,,39.99 ,"Mit 2 geräuscharmen Schneidwerken
Bis zu 10 Blatt inkl. kleiner Heftklammern
Kreuzschnitt für Papier 5 x 18 mm (Stufe 4)
Auch für Kreditkarten und CDs/DVDs geeignet
Start/Stopp-Automatik
Auffangkorb ca. 21 l
300 W
Größe ca. B 35 x H 40 x T 21 cm
3 Jahre Garantie",69123,Kaufland,"Bekleidung, Auto, Freizeit, Spiel"
COUNTRYSIDE® Sonnen-Tarp,https://kaufland.media.schwarz/is/image/schwarz/01423222_V_516422?JGstbGVnYWN5LW9uc2l0ZS00JA==,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=01423222.html,je ,,14.99 ,"Idealer Wind- und Sonneschutz
Vielseitige Aufstellmöglichkeiten
Höhenverstellbare Standrohre aus Stahl
Plane aus wasserabweisendem Polyestergewebe
Verstärkte Kanten für einen sicheren Halt
Mit wasserabweisender PU-Beschichtung
Lichtschutzfaktor 40 gemäß UV Standard 801
Mit je 8 Erdnägeln und Abspannseilen
Größe ca. 400 x 285 cm
Inkl. Aufbewahrungstasche
3 Jahre Garantie",69123,Kaufland,"Bekleidung, Auto, Freizeit, Spiel"
COUNTRYSIDE® Grill-Holzkohlebriketts,https://kaufland.media.schwarz/is/image/schwarz/01325320_P_292574?JGstbGVnYWN5LW9uc2l0ZS00JA==,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=01431839.html,je 3-kg-Packg. (1 kg = 1.20),,3.59 ,"Leichtes Anbrennen
Gleichmäßige Glut- und Hitzeverteilung
Lang anhaltende Glut
Minimale Brennrückstände",69123,Kaufland,"Bekleidung, Auto, Freizeit, Spiel"
COUNTRYSIDE® Brotbacktopf,https://kaufland.media.schwarz/is/image/schwarz/01539464_P_779995?JGstbGVnYWN5LW9uc2l0ZS00JA==,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=01539464.html,je ,,24.99 ,"Aus Gusseisen
Mit Emaillebeschichtung (kein Einbrennen nötig)
Auch für Schmorgerichte und Eintöpfe geeignet
Für Gas- und Kohlegrills oder direktes Feuer
Temperaturbeständig bis 400 °C
Leicht zu reinigen
Größe ca. B 35 x H 11 x T 13 cm",69123,Kaufland,"Bekleidung, Auto, Freizeit, Spiel"
COUNTRYSIDE® Grillzange,https://kaufland.media.schwarz/is/image/schwarz/01536485_P_805756?JGstbGVnYWN5LW9uc2l0ZS0zJA==,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=01536485.html,je ,,0.99 ,"Aus Edelstahl
Griffe aus Kunststoff
Länge ca. 34 cm",69123,Kaufland,"Bekleidung, Auto, Freizeit, Spiel"
COUNTRYSIDE® Grillgabel,https://kaufland.media.schwarz/is/image/schwarz/01536484_P_805758?JGstbGVnYWN5LW9uc2l0ZS0zJA==,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=01536484.html,je ,,0.99 ,"Aus Edelstahl
Griff aus Kunststoff
Länge ca. 34 cm",69123,Kaufland,"Bekleidung, Auto, Freizeit, Spiel"
COUNTRYSIDE® Grillwender,https://kaufland.media.schwarz/is/image/schwarz/01536487_P_805757?JGstbGVnYWN5LW9uc2l0ZS0zJA==,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=01536487.html,je ,,0.99 ,"Aus Edelstahl
Griff aus Kunststoff
Länge ca. 34 cm",69123,Kaufland,"Bekleidung, Auto, Freizeit, Spiel"
COUNTRYSIDE® Hamburger-Presse,https://kaufland.media.schwarz/is/image/schwarz/01412526_V_484849?JGstbGVnYWN5LW9uc2l0ZS00JA==,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=01412526.html,je ,,3.99 ,"Aus Aluguss
Mit Kunststoff-Griff
Spülmaschinengeeignet
Größe ca. Ø 12 x 8 cm",69123,Kaufland,"Bekleidung, Auto, Freizeit, Spiel"
COUNTRYSIDE® Grill-Holzkohle,https://kaufland.media.schwarz/is/image/schwarz/01325323_P_292575?JGstbGVnYWN5LW9uc2l0ZS00JA==,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=01431799.html,je 3-kg-Packg. (1 kg = 1.27),,3.79 ,"Leichtes Anbrennen
Gleichmäßige Glut- und Hitzeverteilung
Lang anhaltende Glut
Minimale Brennrückstände",69123,Kaufland,"Bekleidung, Auto, Freizeit, Spiel"
COUNTRYSIDE® Grill-Holzkohle,https://kaufland.media.schwarz/is/image/schwarz/01522019?JGstbGVnYWN5LW9uc2l0ZS00JA==,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=01522019.html,je 3-kg-Packg. (1 kg = 1.27),,3.79 ,"Leichtes Anbrennen
Gleichmäßige Glut- und Hitzeverteilung
Lang anhaltende Glut
Minimale Brennrückstände",69123,Kaufland,"Bekleidung, Auto, Freizeit, Spiel"
COUNTRYSIDE® Grill-Holzkohlebriketts,https://kaufland.media.schwarz/is/image/schwarz/01522040?JGstbGVnYWN5LW9uc2l0ZS00JA==,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=01522040.html,je 3-kg-Packg. (1 kg = 1.20),,3.59 ,"Leichtes Anbrennen
Gleichmäßige Glut- und Hitzeverteilung
Lang anhaltende Glut
Minimale Brennrückstände",69123,Kaufland,"Bekleidung, Auto, Freizeit, Spiel"
COUNTRYSIDE® Wok-Grilleinsatz,https://kaufland.media.schwarz/is/image/schwarz/01539461_P_779993?JGstbGVnYWN5LW9uc2l0ZS00JA==,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=01539461.html,je ,,24.99 ,"Aus Gusseisen
Mit Emaillebeschichtung (kein Einbrennen nötig)
Für modulare Grillroste mit Einsatz (Ø 57 cm)
Für Gas- und Kohlegrills oder direktes Feuer
Temperaturbeständig bis 400 °C
Leicht zu reinigen
Größe ca. Ø 44 x 10 cm",69123,Kaufland,"Bekleidung, Auto, Freizeit, Spiel"
COUNTRYSIDE® Dutch-Oven,https://kaufland.media.schwarz/is/image/schwarz/01539466_V_779990?JGstbGVnYWN5LW9uc2l0ZS00JA==,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=01539466.html,je ,,24.99 ,"Aus Gusseisen
Mit Emaillebeschichtung (kein Einbrennen nötig)
Zum Kochen, Schmoren, Braten oder Backen
Für Gas- und Kohlegrills oder direktes Feuer
Temperaturbeständig bis 400 °C
Leicht zu reinigen
Größe ca. B 29 x H 15 x T 27 cm",69123,Kaufland,"Bekleidung, Auto, Freizeit, Spiel"
COUNTRYSIDE® Grillbürste 3 in 1,https://kaufland.media.schwarz/is/image/schwarz/01535675_P_816835?JGstbGVnYWN5LW9uc2l0ZS00JA==,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=01535675.html,je ,,2.49 ,"Aus Kunststoff und Edelstahl
Mit Schaber, Borsten und Putzschwamm
Für alle Rostarten geeignet
Größe ca. B 17 x H 7,5 x T 10 cm",69123,Kaufland,"Bekleidung, Auto, Freizeit, Spiel"
COUNTRYSIDE® Grillbürste 3 in 1,https://kaufland.media.schwarz/is/image/schwarz/01535674_P_816834?JGstbGVnYWN5LW9uc2l0ZS00JA==,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=01535674.html,je ,,2.49 ,"Aus Kunststoff und Edelstahl
Mit Schaber, Borsten und Putzschwamm
Für alle Rostarten geeignet
Länge ca. 38 cm",69123,Kaufland,"Bekleidung, Auto, Freizeit, Spiel"
COUNTRYSIDE® Anzündkamin,https://kaufland.media.schwarz/is/image/schwarz/01417198_P_519503?JGstbGVnYWN5LW9uc2l0ZS00JA==,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=01417198.html,je ,,6.99 ,"Gehäuse aus verzinktem Stahl
Mit Kunststoff-Griff und Hitzeschutzblech
Leichtes Anzünden von Holzkohle und -briketts
Schnelles Durchglühen dank Kamineffekt
Fassungsvermögen ca. 1 kg
Größe ca. Ø 17 x 27 cm",69123,Kaufland,"Bekleidung, Auto, Freizeit, Spiel"
NEWCENTIAL® Heimtrainer,https://kaufland.media.schwarz/is/image/schwarz/01294283_P_252963?JGstbGVnYWN5LW9uc2l0ZS00JA==,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=01294283.html,je ,,119.00 ,"Aus Metall und Kunststoff
Bequemer, höhenverstellbarer Sattel
Pedale mit Sicherheitsriemen
Widerstand in 10 Stufen verstellbar
Trainingscomputer zeigt Zeit, Puls, Strecke etc.
Belastbarkeit max. 120 kg
Größe ca. B 50 x H 128 x T 86 cm (ca. 20 kg)
Inkl. Batterien
3 Jahre Garantie",69123,Kaufland,"Bekleidung, Auto, Freizeit, Spiel"
DR. OETKER Die Ofenfrische oder Pizza Tradizionale,https://kaufland.media.schwarz/is/image/schwarz/00806349?JGstbGVnYWN5LW9uc2l0ZS00JA==,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=00806349.html,je 380 - 415-g-Packg. (1 kg = 4.80 - 5.24),,1.99 ,versch. Sorten,69123,Kaufland,Unsere Knüller
"MILRAM Müritzer, Sylter oder Benjamin",https://kaufland.media.schwarz/is/image/schwarz/01151398?JGstbGVnYWN5LW9uc2l0ZS00JA==,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=01151398.html,je 150-g-Packg. (1 kg = 9.27),,1.39 ,"herzhafter Schnittkäse,in Scheiben, 48 - 55 % Fett i. Tr.",69123,Kaufland,Unsere Knüller
EXQUISA oder MIREE Frischkäsezubereitung,https://kaufland.media.schwarz/is/image/schwarz/00515502?JGstbGVnYWN5LW9uc2l0ZS00JA==,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=00515502.html,je 135 - 200-g-Packg. (1 kg = 4.95 - 7.34),,0.99 ,"versch. Sorten, Magerstufe - Doppelrahmstufe",69123,Kaufland,Unsere Knüller
K-PURLAND Schweinefilet,https://kaufland.media.schwarz/is/image/schwarz/00051003?JGstbGVnYWN5LW9uc2l0ZS0yJA==,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=00051003.html,kg ,,6.99 ,"am Stück, für raffinierte Spießvariationen fürGrill und Pfanne",69123,Kaufland,Unsere Knüller
EHRMANN Almighurt,https://kaufland.media.schwarz/is/image/schwarz/00427732?JGstbGVnYWN5LW9uc2l0ZS00JA==,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=00427690.html,je 140 - 150-g-Becher oder 100-g-Quetschbeutel (1 kg = 2.20 - 3.30),,0.33 ,"Fruchtjoghurt, versch. Sorten,3,8 % Fett im Milchanteil",69123,Kaufland,Unsere Knüller
PAMPERS Baby Dry oder Premium Protection,https://kaufland.media.schwarz/is/image/schwarz/01530672?JGstbGVnYWN5LW9uc2l0ZS00JA==,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=01530672.html,je 66 - 124-St.-Packg. (pro Stück = 0.17 - 0.34),,19.99 ,"Größe 3 - 7, versch. Sorten",69123,Kaufland,Unsere Knüller
ABSOLUT Vodka oder Citron,https://kaufland.media.schwarz/is/image/schwarz/02216091?JGstbGVnYWN5LW9uc2l0ZS0zJA==,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=02216091.html,"je 0,7-l-Fl. (1 l = 15.39)",,10.77 ,"aus Schweden, klassisch nach unverändertem Rezeptoder mit Zitronengeschmack, 40 Vol. %",69123,Kaufland,Unsere Knüller
IDEE KAFFEE Filterkaffee,https://kaufland.media.schwarz/is/image/schwarz/02404101?JGstbGVnYWN5LW9uc2l0ZS00JA==,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=02404101.html,500-g-Vak.-Packg. (1 kg = 8.88),,4.44 ,"mild-klassisch, gemahlen",69123,Kaufland,Unsere Knüller
EILLES Gourmet,https://kaufland.media.schwarz/is/image/schwarz/02409118?JGstbGVnYWN5LW9uc2l0ZS00JA==,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=02409118.html,je 500-g- oder 2 x 250-g-Vak.-Packg. (1 kg = 8.88),,4.44 ,"edel-aromatischer Röstkaffee, gemahlen",69123,Kaufland,Unsere Knüller
POM-BÄR Kartoffelsnacks,https://kaufland.media.schwarz/is/image/schwarz/02837086?JGstbGVnYWN5LW9uc2l0ZS00JA==,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=02837086.html,je 75-g-Beutel (1 kg = 11.74) / (1 kg = 10.27)**,,0.88 ,versch. Sorten,69123,Kaufland,Unsere Knüller
"Ägypt. Tafeltrauben, rot",https://kaufland.media.schwarz/is/image/schwarz/00370981FR?JGstbGVnYWN5LW9uc2l0ZS00JA==,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=00399634.html,500-g-Packg. (1 kg = 3.18),AKTION,1.59 *,"Sorte laut Auszeichnung,Kl. I",69123,Kaufland,Unsere Knüller
RED BULL Energy Drink,https://kaufland.media.schwarz/is/image/schwarz/02009528?JGstbGVnYWN5LW9uc2l0ZS0zJA==,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=01066183.html,"je 0,25-l-Dose (1 l = 3.16)",,0.79 ,"taurin- und koffeinhaltig,versch. Sorten(+ 0.25 Pfand)",69123,Kaufland,Unsere Knüller
K-PURLAND Schinkenschnitzel,https://kaufland.media.schwarz/is/image/schwarz/00015206?JGstbGVnYWN5LW9uc2l0ZS00JA==,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=00014387.html,600-g-Packg. (1 kg = 6.65),,3.99 ,"aus der Oberschale,saftig und zart",69123,Kaufland,Unsere Knüller
