product_name,product_image,product_link,product_quantity,tag_label,price,product_information,store_address,store,category,from_to_date
Dtsch. Erdbeeren,https://kaufland.media.schwarz/is/image/schwarz/00372330FR-3?JGstbGVnYWN5LW9uc2l0ZS00JA==,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=01172216.html,400-g-Schale (1 kg = 6.23),,2.49 *,Kl. I,"Eppelheimer Straße 78, 69123 Heidelberg",Kaufland,"Obst, Gemüse, Pflanzen","

									29.06. - 05.07.
								
"
"Ital./griech. Wassermelone, lose",https://kaufland.media.schwarz/is/image/schwarz/00893638FR-1?JGstbGVnYWN5LW9uc2l0ZS00JA==,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=00893638.html,Stück ,,7.99 *,Kl. I,"Eppelheimer Straße 78, 69123 Heidelberg",Kaufland,"Obst, Gemüse, Pflanzen","

									29.06. - 05.07.
								
"
"Span. Honigmelone, lose",https://kaufland.media.schwarz/is/image/schwarz/00370122FR-1?JGstbGVnYWN5LW9uc2l0ZS00JA==,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=01125605.html,Stück ,,1.99 *,Kl. I,"Eppelheimer Straße 78, 69123 Heidelberg",Kaufland,"Obst, Gemüse, Pflanzen","

									29.06. - 05.07.
								
"
Span. Melone Piel de Sapo,https://kaufland.media.schwarz/is/image/schwarz/00399931?JGstbGVnYWN5LW9uc2l0ZS00JA==,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=01125673.html,Stück ,,3.99 *,,"Eppelheimer Straße 78, 69123 Heidelberg",Kaufland,"Obst, Gemüse, Pflanzen","

									29.06. - 05.07.
								
"
"Span. Wassermelone, lose",https://kaufland.media.schwarz/is/image/schwarz/01172814FR?JGstbGVnYWN5LW9uc2l0ZS00JA==,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=00370155.html,Stück ,,3.99 *,Kl. I,"Eppelheimer Straße 78, 69123 Heidelberg",Kaufland,"Obst, Gemüse, Pflanzen","

									29.06. - 05.07.
								
"
"Span./ital. Bio-Wassermelone, lose",https://kaufland.media.schwarz/is/image/schwarz/00375764FR-1?JGstbGVnYWN5LW9uc2l0ZS00JA==,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=01233012.html,Stück ,,2.99 *,"aus kontrolliert biologischer Landwirtschaft,Kl. I","Eppelheimer Straße 78, 69123 Heidelberg",Kaufland,"Obst, Gemüse, Pflanzen","

									29.06. - 05.07.
								
"
"Türk./ital. Mini-Wassermelone, lose",https://kaufland.media.schwarz/is/image/schwarz/00375764FR?JGstbGVnYWN5LW9uc2l0ZS00JA==,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=01125666.html,Stück ,,1.99 *,Kl. I,"Eppelheimer Straße 78, 69123 Heidelberg",Kaufland,"Obst, Gemüse, Pflanzen","

									29.06. - 05.07.
								
"
,,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=9906926.html,,,,,"Eppelheimer Straße 78, 69123 Heidelberg",Kaufland,"Obst, Gemüse, Pflanzen",
,,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=988329_1156195.html,,,,,"Eppelheimer Straße 78, 69123 Heidelberg",Kaufland,"Obst, Gemüse, Pflanzen",
,,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=1182246.html,,,,,"Eppelheimer Straße 78, 69123 Heidelberg",Kaufland,"Obst, Gemüse, Pflanzen",
,,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=9901562.html,,,,,"Eppelheimer Straße 78, 69123 Heidelberg",Kaufland,"Obst, Gemüse, Pflanzen",
,,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=1171153.html,,,,,"Eppelheimer Straße 78, 69123 Heidelberg",Kaufland,"Obst, Gemüse, Pflanzen",
,,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=1293777.html,,,,,"Eppelheimer Straße 78, 69123 Heidelberg",Kaufland,"Obst, Gemüse, Pflanzen",
Lilien oriental,https://kaufland.media.schwarz/is/image/schwarz/P_630h?JGstbGVnYWN5LW9uc2l0ZS00JA==,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=01228413.html,je Bund ,,2.99 *,"versch. Farben,ohne Deko","Eppelheimer Straße 78, 69123 Heidelberg",Kaufland,"Obst, Gemüse, Pflanzen","

									29.06. - 05.07.
								
"
,,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=1431654.html,,,,,"Eppelheimer Straße 78, 69123 Heidelberg",Kaufland,"Obst, Gemüse, Pflanzen",
ROYAL ORANGE Mai-Gouda,https://kaufland.media.schwarz/is/image/schwarz/01478919FR?JGstbGVnYWN5LW9uc2l0ZS00JA==,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=01478919.html,100 g ,"
			1/2 PREIS
					",0.59 ,"holl. Schnittkäse,48 % Fett i. Tr.","Eppelheimer Straße 78, 69123 Heidelberg",Kaufland,"Molkereiprodukte, Fette","
29.06. - 05.07.
"
COMTÉ AOP Franz. Hartkäse,https://kaufland.media.schwarz/is/image/schwarz/01250579FR?JGstbGVnYWN5LW9uc2l0ZS00JA==,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=01250618.html,100 g ,"
			-22%
					",2.09 ,"6 Monate gereift, aromatisch-würzig,45 % Fett i. Tr.","Eppelheimer Straße 78, 69123 Heidelberg",Kaufland,"Molkereiprodukte, Fette","
29.06. - 05.07.
"
SWITZERLAND Appenzeller mild-würzig,https://kaufland.media.schwarz/is/image/schwarz/01252398FR?JGstbGVnYWN5LW9uc2l0ZS00JA==,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=01252403.html,100 g ,"
			-23%
					",1.99 ,"schweiz. Schnittkäse, mind. 3 Monate gereift,48 % Fett i. Tr.","Eppelheimer Straße 78, 69123 Heidelberg",Kaufland,"Molkereiprodukte, Fette","
29.06. - 05.07.
"
SIMMENTAL Buure Chäs,https://kaufland.media.schwarz/is/image/schwarz/01507664FR?JGstbGVnYWN5LW9uc2l0ZS00JA==,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=01507664.html,100 g ,"
			-21%
					",1.49 ,"aromatisch und herzhaft,50 % Fett i. Tr.","Eppelheimer Straße 78, 69123 Heidelberg",Kaufland,"Molkereiprodukte, Fette","
29.06. - 05.07.
"
BONVALLIS Fruchtrolle,https://kaufland.media.schwarz/is/image/schwarz/01248645?JGstbGVnYWN5LW9uc2l0ZS00JA==,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=01248645.html,je 180-g-Stück (1 kg = 13.84),"
			-24%
					",2.49 ,"mit Datteln und Walnüssen oderFeigen und Mandeln, passen perfektzu Käseplatten, aber auch im Müsli oderSalat ein besonderer Genuss","Eppelheimer Straße 78, 69123 Heidelberg",Kaufland,"Molkereiprodukte, Fette","
29.06. - 05.07.
"
,,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=00429819.html,,,,,"Eppelheimer Straße 78, 69123 Heidelberg",Kaufland,"Molkereiprodukte, Fette",
BERCHTESGADENER LAND Frucht & Knusper,https://kaufland.media.schwarz/is/image/schwarz/00422725?JGstbGVnYWN5LW9uc2l0ZS00JA==,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=00422725.html,150-g-Becher (1 kg = 3.27),"
			-28%
					",0.49 ,"Bananenjoghurt mit knusprigen Schokoballs,3,5 % Fett im Milchanteil","Eppelheimer Straße 78, 69123 Heidelberg",Kaufland,"Molkereiprodukte, Fette","
29.06. - 05.07.
"
EHRMANN Almighurt,https://kaufland.media.schwarz/is/image/schwarz/00427732?JGstbGVnYWN5LW9uc2l0ZS00JA==,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=00427690.html,je 140 - 150-g-Becher oder 100-g-Quetschbeutel (1 kg = 2.20 - 3.30),"
			KNÜLLER
					",0.33 ,"Fruchtjoghurt, versch. Sorten,3,8 % Fett im Milchanteil","Eppelheimer Straße 78, 69123 Heidelberg",Kaufland,"Molkereiprodukte, Fette","
29.06. - 05.07.
"
MÜLLER Milchreis oder Grießpudding,https://kaufland.media.schwarz/is/image/schwarz/00479014?JGstbGVnYWN5LW9uc2l0ZS00JA==,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=00479014.html,je 160 - 200-g-Becher (1 kg = 1.95 - 2.44),"
			KNÜLLER
					",0.39 ,versch. Sorten,"Eppelheimer Straße 78, 69123 Heidelberg",Kaufland,"Molkereiprodukte, Fette","
29.06. - 05.07.
"
DR. OETKER Pudding,https://kaufland.media.schwarz/is/image/schwarz/00444000?JGstbGVnYWN5LW9uc2l0ZS00JA==,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=00444000.html,je 500-g-Becher (1 kg = 3.98) / (1 kg = 3.38)**,"
			-20%
					",1.99 ,Grießpudding natur oder Sahnepudding Vanilleoder Schoko,"Eppelheimer Straße 78, 69123 Heidelberg",Kaufland,"Molkereiprodukte, Fette","

									29.06. - 05.07.
								
"
MILCH-SCHNITTE,https://kaufland.media.schwarz/is/image/schwarz/00420612?JGstbGVnYWN5LW9uc2l0ZS00JA==,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=00420612.html,10 St. = 280-g-Packg. (1 kg = 7.11),"
			KNÜLLER
					",1.99 ,Snack mit Milchcreme und Honig,"Eppelheimer Straße 78, 69123 Heidelberg",Kaufland,"Molkereiprodukte, Fette","
29.06. - 05.07.
"
MILKA Schoko-Snack oder OREO Milk-Snack,https://kaufland.media.schwarz/is/image/schwarz/01395263?JGstbGVnYWN5LW9uc2l0ZS00JA==,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=01395263.html,je 4 St. = 108 - 116-g-Packg. (1 kg = 11.13 - 11.95),"
			KNÜLLER
					",1.29 ,Riegel mit leckerer Milchcreme,"Eppelheimer Straße 78, 69123 Heidelberg",Kaufland,"Molkereiprodukte, Fette","
29.06. - 05.07.
"
KERRYGOLD Extra,https://kaufland.media.schwarz/is/image/schwarz/00600310?JGstbGVnYWN5LW9uc2l0ZS00JA==,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=00600310.html,je 250-g-Becher (1 kg = 6.36),"
			KNÜLLER
					",1.59 ,"aus irischer Butter undwertvollem Rapsöl,auch gekühlt streichzart,gesalzen oder ungesalzen","Eppelheimer Straße 78, 69123 Heidelberg",Kaufland,"Molkereiprodukte, Fette","
29.06. - 05.07.
"
BÄRENMARKE Haltbarer Eiskaffee oder Kakao,https://kaufland.media.schwarz/is/image/schwarz/01289347?JGstbGVnYWN5LW9uc2l0ZS0zJA==,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=01289347.html,je 1-l-Packg. ,"
			-43%
					",1.29 ,"Eiskaffee klassisch aus 100 % Arabica odervollmundig schokoladiger Kakao,1,8 % Fett","Eppelheimer Straße 78, 69123 Heidelberg",Kaufland,"Molkereiprodukte, Fette","
29.06. - 05.07.
"
K-FAVOURITES Burrata,https://kaufland.media.schwarz/is/image/schwarz/01138542_P_222908?JGstbGVnYWN5LW9uc2l0ZS00JA==,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=01138542.html,280-g-Becher Abtropfgewicht 125 g (1 kg = 14.32),"
			KNÜLLER
					",1.79 ,"milchig-frisch im Geschmack,mind. 50 % Fett i. Tr.","Eppelheimer Straße 78, 69123 Heidelberg",Kaufland,"Molkereiprodukte, Fette","
29.06. - 05.07.
"
GALBANI Mozzarella Mini,https://kaufland.media.schwarz/is/image/schwarz/00501589?JGstbGVnYWN5LW9uc2l0ZS00JA==,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=00501589.html,285-g-Packg. Abtropfgewicht 150 g (1 kg = 11.94) / Abtropfgewicht 150 g (1 kg = 10.60)**,"
			-33%
					",1.79 ,"Weichkäse, mind. 45 % Fett i. Tr.","Eppelheimer Straße 78, 69123 Heidelberg",Kaufland,"Molkereiprodukte, Fette","

									29.06. - 05.07.
								
"
LOOSE Quäse-Minis Protein,https://kaufland.media.schwarz/is/image/schwarz/01139265?JGstbGVnYWN5LW9uc2l0ZS00JA==,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=01139265.html,115-g-Packg. (1 kg = 15.57),"
			-21%
					",1.79 ,"Sauermilchkäse,1,5 % Fett i. Tr.","Eppelheimer Straße 78, 69123 Heidelberg",Kaufland,"Molkereiprodukte, Fette","
29.06. - 05.07.
"
K-FAVOURITES Halloumi,https://kaufland.media.schwarz/is/image/schwarz/01377115_P_389519?JGstbGVnYWN5LW9uc2l0ZS00JA==,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=01377115.html,225-g-Packg. (1 kg = 11.07),"
			BILLIGER
					",2.49 ,"natur, traditionell aus Kuh-, Schafs- undZiegenmilch, 43 % Fett i. Tr.","Eppelheimer Straße 78, 69123 Heidelberg",Kaufland,"Molkereiprodukte, Fette","
29.06. - 05.07.
"
"MILRAM Müritzer, Sylter oder Benjamin",https://kaufland.media.schwarz/is/image/schwarz/01151398?JGstbGVnYWN5LW9uc2l0ZS00JA==,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=01151398.html,je 150-g-Packg. (1 kg = 9.27),"
			-46%
					",1.39 ,"herzhafter Schnittkäse,in Scheiben, 48 - 55 % Fett i. Tr.","Eppelheimer Straße 78, 69123 Heidelberg",Kaufland,"Molkereiprodukte, Fette","
29.06. - 05.07.
"
KERRYGOLD Orig. irischer Cheddar oder Butterkäse,https://kaufland.media.schwarz/is/image/schwarz/00501534?JGstbGVnYWN5LW9uc2l0ZS00JA==,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=00501534.html,je 150-g-Packg. (1 kg = 9.94),"
			1/2 PREIS
					",1.49 ,"48 - 52 % Fett i. Tr., versch. Sorten Cheddar","Eppelheimer Straße 78, 69123 Heidelberg",Kaufland,"Molkereiprodukte, Fette","
29.06. - 05.07.
"
FERDI FUCHS Cheese-Sticks oder Gouda-Scheiben,https://kaufland.media.schwarz/is/image/schwarz/01217675?JGstbGVnYWN5LW9uc2l0ZS0zJA==,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=01217675.html,je 80-g-Packg. (1 kg = 17.38),"
			KNÜLLER
					",1.39 ,"Mozzarella-Stangen zum Snacken oderSchnittkäse-Scheiben in Tierform,40 - 48 % Fett i. Tr.","Eppelheimer Straße 78, 69123 Heidelberg",Kaufland,"Molkereiprodukte, Fette","
29.06. - 05.07.
"
BABYBEL Mini,https://kaufland.media.schwarz/is/image/schwarz/01169310?JGstbGVnYWN5LW9uc2l0ZS00JA==,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=01169310.html,je 9 St. = 180-g-Netz (1 kg = 13.28),"
			-27%
					",2.39 ,"halbfester Schnittkäse, Original oder Light,25 - 45 % Fett i. Tr.","Eppelheimer Straße 78, 69123 Heidelberg",Kaufland,"Molkereiprodukte, Fette","
29.06. - 05.07.
"
EXQUISA oder MIREE Frischkäsezubereitung,https://kaufland.media.schwarz/is/image/schwarz/00515502?JGstbGVnYWN5LW9uc2l0ZS00JA==,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=00515502.html,je 135 - 200-g-Packg. (1 kg = 4.95 - 7.34),"
			KNÜLLER
					",0.99 ,"versch. Sorten, Magerstufe - Doppelrahmstufe","Eppelheimer Straße 78, 69123 Heidelberg",Kaufland,"Molkereiprodukte, Fette","
29.06. - 05.07.
"
RAMA Zum Braten,https://kaufland.media.schwarz/is/image/schwarz/01600774?JGstbGVnYWN5LW9uc2l0ZS0zJA==,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=01600774.html,je 500-ml-Fl. (1 l = 2.98),"
			-25%
					",1.49 ,"flüssige Pflanzencreme, vielseitig verwendbar,Culinesse oder Butternote","Eppelheimer Straße 78, 69123 Heidelberg",Kaufland,"Molkereiprodukte, Fette","
29.06. - 05.07.
"
BECEL Streichfett,https://kaufland.media.schwarz/is/image/schwarz/01606003?JGstbGVnYWN5LW9uc2l0ZS00JA==,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=01606003.html,je 225-g-Becher (1 kg = 5.29),"
			KNÜLLER
					",1.19 ,"mit mehrfach ungesättigten Omega-3-und Omega-6-Fettsäuren, versch. Sorten,28 - 39 % Fett","Eppelheimer Straße 78, 69123 Heidelberg",Kaufland,"Molkereiprodukte, Fette","
29.06. - 05.07.
"
MILKA oder OREO Eis,https://kaufland.media.schwarz/is/image/schwarz/01533863?JGstbGVnYWN5LW9uc2l0ZS00JA==,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=01533863.html,je 270-ml-Packg. (1 l = 8.23),"
			-36%
					",2.22 ,"Vanilleeis mit Alpenmilchschokolade, am Stielodersahniges Stieleis mit Oreo-Stückchen","Eppelheimer Straße 78, 69123 Heidelberg",Kaufland,Tiefkühlkost,"
29.06. - 05.07.
"
IGLO Gemüse,https://kaufland.media.schwarz/is/image/schwarz/00875769?JGstbGVnYWN5LW9uc2l0ZS00JA==,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=00875769.html,je 400-g-Packg. (1 kg = 4.48),"
			KNÜLLER
					",1.79 ,Gartenerbsen oder Prinzessbohnen,"Eppelheimer Straße 78, 69123 Heidelberg",Kaufland,Tiefkühlkost,"
29.06. - 05.07.
"
JÜTRO Früchtemix für Smoothies,https://kaufland.media.schwarz/is/image/schwarz/01168049?JGstbGVnYWN5LW9uc2l0ZS00JA==,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=01168049.html,je 450-g-Beutel (1 kg = 3.76),"
			-15%
					",1.69 ,Banana Mix oder Tropical Thunder,"Eppelheimer Straße 78, 69123 Heidelberg",Kaufland,Tiefkühlkost,"
29.06. - 05.07.
"
BEYOND MEAT Beyond Burger,https://kaufland.media.schwarz/is/image/schwarz/01257558?JGstbGVnYWN5LW9uc2l0ZS00JA==,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=01257558.html,2 St. = 226-g-Packg. (1 kg = 14.74) / (1 kg = 13.23)**,"
			-16%
					",3.33 ,"vegan, auf Erbsenproteinbasis","Eppelheimer Straße 78, 69123 Heidelberg",Kaufland,Tiefkühlkost,"

									29.06. - 05.07.
								
"
K-CLASSIC Backofen-Snacks,https://kaufland.media.schwarz/is/image/schwarz/01141670_P_718492?JGstbGVnYWN5LW9uc2l0ZS00JA==,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=01141670.html,je 250-g-Packg. (1 kg = 6.36),"
			KNÜLLER
					",1.59 ,"im Teigmantel oder paniert und vorfrittiert,versch. Sorten","Eppelheimer Straße 78, 69123 Heidelberg",Kaufland,Tiefkühlkost,"
29.06. - 05.07.
"
K-CLASSIC Chicken Nuggets,https://kaufland.media.schwarz/is/image/schwarz/01167323?JGstbGVnYWN5LW9uc2l0ZS00JA==,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=01167323.html,je 300-g-Packg. (1 kg = 7.40),"
			-17%
					",2.22 ,"aus fein zerkleinertem Hähnchenfleisch,mit Curry- oder Sweet-Chili-Dip","Eppelheimer Straße 78, 69123 Heidelberg",Kaufland,Tiefkühlkost,"
29.06. - 05.07.
"
DR. OETKER Die Ofenfrische oder Pizza Tradizionale,https://kaufland.media.schwarz/is/image/schwarz/00806349?JGstbGVnYWN5LW9uc2l0ZS00JA==,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=00806349.html,je 380 - 415-g-Packg. (1 kg = 4.80 - 5.24),"
			KNÜLLER
					",1.99 ,versch. Sorten,"Eppelheimer Straße 78, 69123 Heidelberg",Kaufland,Tiefkühlkost,"
29.06. - 05.07.
"
POPPIES Mini-Donuts oder -Eclairs,https://kaufland.media.schwarz/is/image/schwarz/00800930?JGstbGVnYWN5LW9uc2l0ZS00JA==,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=00800930.html,je 8 - 12 St. = 184 - 276-g-Packg. (1 kg = 8.05 - 12.07),"
			-23%
					",2.22 ,Donut-Mischung aus 3 Sorten oder 2 Sorten gefülltoder Eclairs mit Vanillecreme-Füllung,"Eppelheimer Straße 78, 69123 Heidelberg",Kaufland,Tiefkühlkost,"
29.06. - 05.07.
"
SCHWARMSTEDTER Kartoffel-Griller,https://kaufland.media.schwarz/is/image/schwarz/00970323?JGstbGVnYWN5LW9uc2l0ZS00JA==,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=00970323.html,6 St. = 360-g-Packg. (1 kg = 6.17),"
			-23%
					",2.22 ,mit Tzatziki-Füllung,"Eppelheimer Straße 78, 69123 Heidelberg",Kaufland,Tiefkühlkost,"
29.06. - 05.07.
"
MCCAIN Kartoffelspezialitäten,https://kaufland.media.schwarz/is/image/schwarz/00802629?JGstbGVnYWN5LW9uc2l0ZS00JA==,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=00802629.html,je 500 - 750-g-Beutel (1 kg = 1.99 - 2.98),"
			-44%
					",1.49 ,"1-2-3, Deluxe, Crispers oder Potato Pops","Eppelheimer Straße 78, 69123 Heidelberg",Kaufland,Tiefkühlkost,"
29.06. - 05.07.
"
BLOCK HOUSE American Burger,https://kaufland.media.schwarz/is/image/schwarz/00811480?JGstbGVnYWN5LW9uc2l0ZS00JA==,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=00811480.html,4 St. = 500-g-Packg. (1 kg = 11.98),"
			PROBIERPREIS
					",5.99 ,Special Size für perfekte Burger,"Eppelheimer Straße 78, 69123 Heidelberg",Kaufland,Tiefkühlkost,"
29.06. - 05.07.
"
ESCAL King Prawns Provençal oder Natur,https://kaufland.media.schwarz/is/image/schwarz/00801142?JGstbGVnYWN5LW9uc2l0ZS00JA==,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=00801142.html,je 225 - 250-g-Packg. (1 kg = 11.96 - 13.29),"
			KNÜLLER
					",2.99 ,Garnelen mit Kräuter-Knoblauch-Würzungoder natur ohne Schale,"Eppelheimer Straße 78, 69123 Heidelberg",Kaufland,Tiefkühlkost,"
29.06. - 05.07.
"
FROSTA Fischstäbchen,https://kaufland.media.schwarz/is/image/schwarz/00979184?JGstbGVnYWN5LW9uc2l0ZS00JA==,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=00979184.html,15 St. = 450-g-Packg. (1 kg = 5.32),"
			-36%
					",2.39 ,aus Alaska-Seelachs,"Eppelheimer Straße 78, 69123 Heidelberg",Kaufland,Tiefkühlkost,"
29.06. - 05.07.
"
TILLMAN'S Toasty,https://kaufland.media.schwarz/is/image/schwarz/01538728?JGstbGVnYWN5LW9uc2l0ZS00JA==,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=01538728.html,280-g-Packg. (1 kg = 10.68),"
			-18%
					",2.99 ,"Snack zum Toasten,Hähnchenbrustfilet","Eppelheimer Straße 78, 69123 Heidelberg",Kaufland,Tiefkühlkost,"
29.06. - 05.07.
"
Kalamata-Oliven,https://kaufland.media.schwarz/is/image/schwarz/01157829FR?JGstbGVnYWN5LW9uc2l0ZS00JA==,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=01157829.html,100 g ,"
			KNÜLLER
					",0.79 ,mit Stein,"Eppelheimer Straße 78, 69123 Heidelberg",Kaufland,"Feinkost, Konserven","
29.06. - 05.07.
"
Sweet Peppacaps,https://kaufland.media.schwarz/is/image/schwarz/01042894FR?JGstbGVnYWN5LW9uc2l0ZS00JA==,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=01042894.html,100 g ,"
			KNÜLLER
					",1.59 ,Kirschpaprika mit Frischkäsefüllung,"Eppelheimer Straße 78, 69123 Heidelberg",Kaufland,"Feinkost, Konserven","
29.06. - 05.07.
"
BLOCK HOUSE Knoblauchbrot,https://kaufland.media.schwarz/is/image/schwarz/01221597?JGstbGVnYWN5LW9uc2l0ZS00JA==,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=01221597.html,250-g-Packg. (1 kg = 7.16),"
			PROBIERPREIS
					",1.79 ,2 Baguettehälften mit Knoblauchcremebestrichen,"Eppelheimer Straße 78, 69123 Heidelberg",Kaufland,"Feinkost, Konserven","
29.06. - 05.07.
"
HENGLEIN Gnocchi,https://kaufland.media.schwarz/is/image/schwarz/01219521a?JGstbGVnYWN5LW9uc2l0ZS00JA==,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=01219521.html,500-g-Packg. (1 kg = 3.98),"
			-26%
					",1.99 ,Kartoffelklößchen,"Eppelheimer Straße 78, 69123 Heidelberg",Kaufland,"Feinkost, Konserven","
29.06. - 05.07.
"
K-TAKE IT VEGGIE Vegane Fleischersatzprodukte,https://kaufland.media.schwarz/is/image/schwarz/01540268?JGstbGVnYWN5LW9uc2l0ZS00JA==,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=01540268.html,je 200-g-Packg. (1 kg = 8.95),"
			-18%
					",1.79 ,"Bällchen, Burgerscheiben, Nuggetsoder Schnitzel","Eppelheimer Straße 78, 69123 Heidelberg",Kaufland,"Feinkost, Konserven","
29.06. - 05.07.
"
K-CLASSIC Pulled Pork,https://kaufland.media.schwarz/is/image/schwarz/01248949_P_655666?JGstbGVnYWN5LW9uc2l0ZS00JA==,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=01248949.html,500-g-Packg. (1 kg = 7.18) / (1 kg = 6.58)**,"
			-12%
					",3.59 ,"Schweinebraten aus der Oberkeule,mariniert und gegart","Eppelheimer Straße 78, 69123 Heidelberg",Kaufland,"Feinkost, Konserven","

									29.06. - 05.07.
								
"
Chicken Bucket,https://kaufland.media.schwarz/is/image/schwarz/01259136?JGstbGVnYWN5LW9uc2l0ZS00JA==,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=01259136.html,je 550 - 700-g-Eimer (1 kg = 8.56 - 10.90),,5.99 *,"Wings, mild gewürzt, oderWings & Bites, scharf gewürzt, mit Dips","Eppelheimer Straße 78, 69123 Heidelberg",Kaufland,"Feinkost, Konserven","

									29.06. - 05.07.
								
"
MEICA Curry King,https://kaufland.media.schwarz/is/image/schwarz/01202736?JGstbGVnYWN5LW9uc2l0ZS00JA==,https://filiale.kaufland.de/angebote/aktuelle-woche/uebersicht/detail.so_id=01202736.html,je 220-g-Schale (1 kg = 7.23),"
			KNÜLLER
					",1.59 ,Currywurst Original oder Scharf,"Eppelheimer Straße 78, 69123 Heidelberg",Kaufland,"Feinkost, Konserven","
29.06. - 05.07.
"
